Date,Temperature AVG,Relative Humidity AVG,Wind Speed Daily AVG,Attempted,Succeeded
11/27/2015,26.32166667,19.715,27.83958333,2,0
11/21/2015,31.3,21.69070833,2.245833333,3,0
10/15/2015,46.44791667,27.21125,17.163625,2,0
10/9/2015,38.26041667,74.32916667,65.13833333,2,0
10/3/2015,31.82291667,62.33708333,13.12504167,12,0
10/2/2015,36.06416667,47.017375,6.4459166670000005,2,0
9/30/2015,38.72958333,57.36958333,11.30075,2,0
9/28/2015,38.33541667,27.02541667,17.11520833,12,4
9/27/2015,35.105,23.76833333,4.5570833330000005,12,6
9/26/2015,27.32208333,59.46991667,15.73075,17,3
9/25/2015,32.39041667,95.30583333,61.3875,23,15
9/24/2015,36.09958333,60.97875,51.61083333,21,1
9/23/2015,30.87583333,70.45,35.44875,12,0
9/22/2015,34.56541667,21.985,22.35341667,3,0
9/21/2015,37.40666667,17.20541667,13.77908333,33,9
9/20/2015,37.6425,68.0775,31.28666667,38,7
9/19/2015,40.44916667,63.53708333,7.9539166670000006,37,0
9/18/2015,34.73375,52.70166667,6.354375,39,0
9/17/2015,26.44208333,85.25291667,9.367166667000001,12,0
9/16/2015,22.08,98.65,15.922375,12,0
9/15/2015,19.81375,54.48041667,7.8277083329999995,9,0
9/14/2015,23.02125,60.216125,11.10675,27,26
9/13/2015,42.59166667,17.42758333,14.43820833,37,0
9/12/2015,51.76,27.91541667,19.81575,43,13
9/11/2015,52.30416667,18.9025,12.39225,54,10
9/10/2015,53.10583333,15.78708333,2.488416667,14,2
9/9/2015,47.29416667,25.0825,7.66225,16,12
9/8/2015,43.75958333,40.11041667,7.346541667,2,0
9/7/2015,35.25291667,48.96291667,3.89525,47,18
9/6/2015,28.99416667,74.715,11.76808333,35,0
9/5/2015,24.97708333,74.395,4.64325,51,0
9/4/2015,21.42833333,90.97875,5.825083332999999,43,0
9/3/2015,20.42208333,90.81,8.345,39,0
9/2/2015,22.40041667,91.62541667,23.27375,32,0
9/1/2015,32.07875,66.61916667,33.07875,46,0
8/31/2015,32.31,100.0,25.74,36,0
8/29/2015,30.81956522,96.96086957,18.22691304,23,0
8/28/2015,36.16208333,91.36375,64.10625,25,0
8/27/2015,40.64875,66.89916667,38.68416667,34,0
8/26/2015,41.95083333,54.23375,35.89916667,72,32
8/25/2015,42.415,26.72666667,24.9475,32,13
8/24/2015,43.36666667,22.565875,22.82541667,38,30
8/23/2015,44.68791667,26.80133333,24.80958333,41,23
8/22/2015,44.36916667,18.2605,4.4974166669999995,84,43
8/21/2015,43.20875,14.29633333,19.14175,59,35
8/20/2015,51.13958333,25.71416667,4.838666667,52,34
8/19/2015,51.18958333,24.26166667,2.924458333,28,12
8/18/2015,49.47041667,39.9375,4.31375,55,28
8/17/2015,46.55333333,30.25375,6.036208332999999,59,19
8/16/2015,41.11791667,44.51291667,1.663208333,41,25
8/15/2015,41.62791667,19.56183333,7.595541667000001,54,35
8/14/2015,40.04916667,77.10333333,14.9015,78,16
8/13/2015,49.99208333,30.82541667,24.7425,33,18
8/12/2015,51.37583333,46.14041667,6.6737083329999995,46,22
8/11/2015,45.62583333,54.49666667,9.515125,68,21
8/10/2015,39.15708333,71.17625,24.91166667,43,9
8/9/2015,37.08375,48.48666667,30.84,35,25
8/8/2015,37.20791667,71.93125,27.72875,51,24
8/7/2015,42.45083333,43.5075,4.640541667,116,72
8/6/2015,40.76375,30.05708333,4.1517916669999995,95,46
8/5/2015,37.44,38.43166667,7.56075,66,27
8/4/2015,41.29625,39.34041667,9.768666667,45,34
8/3/2015,46.85875,49.985,16.14779167,68,38
8/2/2015,52.54125,39.97458333,15.25883333,79,49
8/1/2015,56.15375,16.52041667,4.563958333,93,49
7/31/2015,52.78625,19.12333333,14.71504167,112,55
7/30/2015,48.88666667,27.80416667,13.75808333,36,29
7/29/2015,46.39625,38.65208333,3.945041667,6,2
7/28/2015,40.95583333,50.64916667,7.499333332999999,27,18
7/27/2015,33.30333333,52.5,7.444625,23,19
7/26/2015,27.265,80.21208333,5.009375,37,16
7/25/2015,29.43291667,97.86916667,33.001875,62,31
7/24/2015,39.98208333,68.69458333,19.50670833,47,0
7/23/2015,38.75666667,43.62791667,5.683125,38,17
7/22/2015,38.8725,37.42833333,4.6595833330000005,53,32
7/21/2015,41.5075,23.71291667,23.71208333,46,20
7/20/2015,49.15458333,32.24525,8.580916667,67,99
7/19/2015,49.7325,49.06958333,3.9822916669999997,42,21
7/18/2015,43.04166667,55.07208333,6.003458332999999,116,92
7/17/2015,38.33166667,47.50333333,6.444208333,115,70
7/16/2015,39.01,44.30583333,5.761708333,76,30
7/15/2015,39.54875,49.60458333,4.6205,60,37
7/14/2015,37.98625,47.64541667,2.382125,72,59
7/13/2015,32.21958333,92.41416667,11.55325,74,56
7/12/2015,33.37666667,90.77416667,24.12541667,55,37
7/11/2015,40.66333333,69.77416667,21.65779167,89,32
7/10/2015,47.20208333,55.71291667,4.892166667,93,49
7/9/2015,48.76583333,52.98708333,3.8235416669999998,96,63
7/8/2015,47.46291667,65.34833333,5.416041667000001,57,41
7/7/2015,48.91333333,47.2225,3.00025,40,29
7/6/2015,45.18541667,55.22875,16.93216667,87,55
7/5/2015,47.63541667,46.01083333,2.864833333,39,25
7/4/2015,54.94875,28.75125,1.358333333,67,24
7/3/2015,55.1375,20.55941667,0.753458333,135,74
7/2/2015,51.54416667,20.74295833,9.233416667,59,23
7/1/2015,53.84916667,12.449875,4.410291667,93,57
6/30/2015,48.49208333,50.48333333,2.755416667,53,34
6/29/2015,48.94125,56.53375,11.08508333,94,61
6/28/2015,55.05083333,49.77,8.242,61,21
6/27/2015,54.57583333,40.18583333,18.14608333,104,35
6/26/2015,53.75416667,35.88125,13.615125,144,62
6/25/2015,49.23875,37.54708333,5.079166667,81,53
6/24/2015,39.39958333,69.98416667,9.057708332999999,92,64
6/23/2015,38.03375,43.06458333,5.631583332999999,68,68
6/22/2015,31.41125,80.40458333,13.34379167,73,27
6/21/2015,33.59208333,49.67583333,19.79295833,46,26
6/20/2015,35.0875,40.37208333,2.47725,97,54
6/19/2015,31.90166667,65.75875,9.339041667,84,49
6/18/2015,33.13291667,74.27791667,29.12291667,72,43
6/17/2015,40.29708333,39.14,9.701375,66,39
6/16/2015,38.61666667,33.18291667,9.260916667,38,30
6/15/2015,35.51375,64.3275,7.011958333,58,43
6/14/2015,32.69458333,70.2725,2.7260000000000004,33,24
6/13/2015,31.21583333,45.76625,1.7863333330000002,75,62
6/12/2015,39.88916667,12.741125,14.657875,70,39
6/11/2015,46.22875,29.61541667,19.002875,51,18
6/10/2015,48.69,13.59708333,4.309125,38,25
6/9/2015,48.62875,20.28375,9.727375,37,29
6/8/2015,52.22875,28.745,13.1705,57,35
6/7/2015,53.21166667,30.91625,3.1011666669999998,47,39
6/6/2015,47.80666667,19.34166667,3.136458333,93,53
6/5/2015,38.94666667,50.58708333,5.9370833329999995,82,61
6/4/2015,34.46166667,62.99416667,4.006708333,85,32
6/3/2015,29.01333333,85.95333333,2.220333333,29,21
6/2/2015,25.92333333,96.78333333,8.679666667000001,11,0
6/1/2015,32.82458333,87.04375,10.558625,31,18
5/31/2015,38.96666667,57.53291667,26.49375,22,19
5/30/2015,40.17125,36.86833333,9.813375,121,46
5/29/2015,36.655,71.65125,24.68633333,63,40
5/28/2015,37.57708333,67.60041667,7.06175,20,18
5/27/2015,34.4575,73.66541667,4.211208333,25,14
5/26/2015,31.53666667,72.90083333,3.442375,16,10
5/25/2015,32.7775,49.44625,2.176375,35,25
5/24/2015,35.50541667,55.14625,4.602791667,40,18
5/23/2015,35.88083333,74.25708333,7.274916667,61,42
5/22/2015,33.09125,83.53666667,6.95925,40,12
5/21/2015,33.50083333,79.21708333,8.0455,12,0
5/20/2015,32.22541667,78.09416667,16.36125,18,7
5/19/2015,31.2,75.00458333,11.31595833,21,11
5/18/2015,29.47333333,91.06,6.361583333,38,7
5/17/2015,28.76875,86.63041667,5.22225,46,22
5/16/2015,31.28083333,55.86166667,3.632791667,25,19
5/15/2015,31.08541667,45.71958333,1.597666667,36,28
5/14/2015,26.23875,83.00083333,2.066375,26,0
5/13/2015,25.05958333,97.11666667,4.398875,36,22
5/12/2015,24.37416667,99.37083333,12.299000000000001,12,0
5/11/2015,26.6925,77.28375,14.55358333,33,0
5/10/2015,32.15916667,63.095,3.512,2,0
5/9/2015,31.01416667,72.705,3.497208333,33,15
5/8/2015,28.24208333,52.79375,6.912000000000001,3,0
5/7/2015,25.24708333,19.20166667,10.208875,3,0
5/4/2015,24.45458333,47.96666667,42.57208333,19,0
5/2/2015,30.66458333,30.90483333,6.0655,7,0
5/1/2015,30.19708333,33.99591667,31.02083333,12,5
4/30/2015,31.68375,45.21333333,14.787375,5,2
4/27/2015,32.37291667,77.0775,15.32033333,17,13
4/24/2015,9.032041667,91.73125,42.71291667,6,0
4/23/2015,18.64516667,81.78208333,32.89291667,4,4
4/18/2015,32.19458333,18.87916667,8.654291667,9,0
4/17/2015,30.61708333,43.83416667,7.1242916670000005,4,0
4/13/2015,14.16520833,65.17416667,53.663875,15,0
3/27/2015,29.22708333,53.87708333,57.425,5,0
3/23/2015,10.855,90.76958333,17.00741667,16,0
3/19/2015,27.38791667,55.47,32.96583333,2,0
3/15/2015,20.37458333,98.55,36.7425,2,0
3/9/2015,33.02833333,26.12733333,12.34270833,14,0
3/7/2015,31.91166667,18.28416667,6.339541667000001,2,0
3/5/2015,29.34916667,26.28670833,4.898791667,2,0
1/23/2015,28.25125,92.37875,20.88708333,2,0
10/6/2014,45.065,52.67708333,2.452583333,1,0
10/4/2014,42.99875,59.25791667,9.26775,1,1
9/29/2014,35.29625,47.83875,12.22416667,2,0
9/28/2014,43.03291667,12.3635,4.85875,23,6
9/27/2014,33.31875,60.20041667,7.140916667000001,44,25
9/26/2014,28.23833333,100.0,0.897625,41,19
9/25/2014,26.82375,99.85416667,3.166208333,14,8
9/24/2014,29.70291667,100.0,45.915,12,0
9/23/2014,32.85733333,100.0,65.11066667,11,0
8/30/2015,32.85733333,100.0,65.11066667,36,0
9/22/2014,32.85733333,100.0,65.11066667,37,11
9/21/2014,32.85733333,100.0,65.11066667,40,17
9/20/2014,32.85733333,100.0,65.11066667,36,17
9/19/2014,32.85733333,100.0,65.11066667,45,36
9/18/2014,32.85733333,100.0,65.11066667,12,12
9/17/2014,32.85733333,100.0,65.11066667,12,0
9/16/2014,32.85733333,100.0,65.11066667,23,6
9/15/2014,32.85733333,100.0,65.11066667,37,31
9/14/2014,32.85733333,100.0,65.11066667,46,15
9/13/2014,32.85733333,100.0,65.11066667,45,28
9/12/2014,32.85733333,100.0,65.11066667,52,28
9/11/2014,32.85733333,100.0,65.11066667,3,3
9/10/2014,32.85733333,100.0,65.11066667,20,7
9/9/2014,32.85733333,100.0,65.11066667,29,21
9/8/2014,32.85733333,100.0,65.11066667,35,20
9/7/2014,32.85733333,100.0,65.11066667,41,25
9/6/2014,32.85733333,100.0,65.11066667,76,50
9/5/2014,32.85733333,100.0,65.11066667,43,32
9/4/2014,32.85733333,100.0,65.11066667,37,19
9/3/2014,32.85733333,100.0,65.11066667,61,29
9/2/2014,32.85733333,100.0,65.11066667,35,23
9/1/2014,32.85733333,100.0,65.11066667,46,24
8/31/2014,32.85733333,100.0,65.11066667,51,43
8/30/2014,32.85733333,100.0,65.11066667,70,34
8/29/2014,32.85733333,100.0,65.11066667,60,27
8/28/2014,32.85733333,100.0,65.11066667,39,33
8/27/2014,32.85733333,100.0,65.11066667,43,36
8/26/2014,32.85733333,100.0,65.11066667,52,44
8/25/2014,32.85733333,100.0,65.11066667,52,41
8/24/2014,32.85733333,100.0,65.11066667,44,35
8/23/2014,32.85733333,100.0,65.11066667,63,49
8/22/2014,32.85733333,100.0,65.11066667,56,50
8/21/2014,32.85733333,100.0,65.11066667,43,27
8/20/2014,32.85733333,100.0,65.11066667,45,26
8/19/2014,32.85733333,100.0,65.11066667,45,33
8/18/2014,32.85733333,100.0,65.11066667,47,33
8/17/2014,32.85733333,100.0,65.11066667,62,42
8/16/2014,32.85733333,100.0,65.11066667,96,60
8/15/2014,32.85733333,100.0,65.11066667,79,58
8/14/2014,32.85733333,100.0,65.11066667,31,16
8/13/2014,32.85733333,100.0,65.11066667,31,28
8/12/2014,32.85733333,100.0,65.11066667,54,2
8/11/2014,32.85733333,100.0,65.11066667,45,21
8/10/2014,32.85733333,100.0,65.11066667,67,48
8/9/2014,32.85733333,100.0,65.11066667,133,98
8/8/2014,32.85733333,100.0,65.11066667,97,73
8/7/2014,32.85733333,100.0,65.11066667,81,57
8/6/2014,32.85733333,100.0,65.11066667,50,41
8/5/2014,32.85733333,100.0,65.11066667,43,33
8/4/2014,32.85733333,100.0,65.11066667,89,56
8/3/2014,32.85733333,100.0,65.11066667,41,33
8/2/2014,32.85733333,100.0,65.11066667,100,79
8/1/2014,32.85733333,100.0,65.11066667,96,76
7/31/2014,32.85733333,100.0,65.11066667,69,48
7/30/2014,32.85733333,100.0,65.11066667,68,60
7/29/2014,32.85733333,100.0,65.11066667,36,29
7/28/2014,32.85733333,100.0,65.11066667,70,55
7/27/2014,32.85733333,100.0,65.11066667,66,55
7/26/2014,32.85733333,100.0,65.11066667,116,76
7/25/2014,32.85733333,100.0,65.11066667,182,91
7/24/2014,32.85733333,100.0,65.11066667,96,57
7/23/2014,32.85733333,100.0,65.11066667,23,5
7/22/2014,32.85733333,100.0,65.11066667,51,0
7/21/2014,32.85733333,100.0,65.11066667,45,7
7/20/2014,32.85733333,100.0,65.11066667,121,56
7/19/2014,32.85733333,100.0,65.11066667,62,9
7/18/2014,32.85733333,100.0,65.11066667,105,34
7/17/2014,32.85733333,100.0,65.11066667,107,46
7/16/2014,32.85733333,100.0,65.11066667,62,51
7/15/2014,32.85733333,100.0,65.11066667,64,40
7/14/2014,32.85733333,100.0,65.11066667,89,69
7/13/2014,32.85733333,100.0,65.11066667,53,48
7/12/2014,32.85733333,100.0,65.11066667,94,72
7/11/2014,32.85733333,100.0,65.11066667,115,74
7/10/2014,32.85733333,100.0,65.11066667,56,47
7/9/2014,32.85733333,100.0,65.11066667,63,51
7/8/2014,32.85733333,100.0,65.11066667,53,40
7/7/2014,32.85733333,100.0,65.11066667,98,75
7/6/2014,32.85733333,100.0,65.11066667,80,67
7/5/2014,32.85733333,100.0,65.11066667,63,44
7/4/2014,32.85733333,100.0,65.11066667,105,58
7/3/2014,32.85733333,100.0,65.11066667,97,56
7/2/2014,32.85733333,100.0,65.11066667,36,27
7/1/2014,32.85733333,100.0,65.11066667,77,59
6/30/2014,32.85733333,100.0,65.11066667,49,37
6/29/2014,32.85733333,100.0,65.11066667,111,79
6/28/2014,32.85733333,100.0,65.11066667,55,22
6/27/2014,32.85733333,100.0,65.11066667,67,9
6/26/2014,32.85733333,100.0,65.11066667,52,0
6/25/2014,32.85733333,100.0,65.11066667,88,47
6/24/2014,32.85733333,100.0,65.11066667,61,30
6/23/2014,32.85733333,100.0,65.11066667,88,58
6/22/2014,32.85733333,100.0,65.11066667,54,43
6/21/2014,32.85733333,100.0,65.11066667,80,64
6/20/2014,32.85733333,100.0,65.11066667,109,67
6/19/2014,32.85733333,100.0,65.11066667,86,57
6/18/2014,32.85733333,100.0,65.11066667,58,41
6/17/2014,32.85733333,100.0,65.11066667,40,25
6/16/2014,32.85733333,100.0,65.11066667,67,25
6/15/2014,32.85733333,100.0,65.11066667,38,17
6/14/2014,32.85733333,100.0,65.11066667,77,53
6/13/2014,32.85733333,100.0,65.11066667,48,29
6/12/2014,32.85733333,100.0,65.11066667,51,18
6/11/2014,32.85733333,100.0,65.11066667,41,20
6/10/2014,32.85733333,100.0,65.11066667,46,25
6/9/2014,32.85733333,100.0,65.11066667,29,18
6/8/2014,32.85733333,100.0,65.11066667,52,20
6/7/2014,32.85733333,100.0,65.11066667,110,65
6/6/2014,32.85733333,100.0,65.11066667,43,0
6/5/2014,32.85733333,100.0,65.11066667,20,2
6/4/2014,32.85733333,100.0,65.11066667,17,0
6/3/2014,32.85733333,100.0,65.11066667,27,17
6/2/2014,32.85733333,100.0,65.11066667,52,16
6/1/2014,32.85733333,100.0,65.11066667,47,28
5/31/2014,32.85733333,100.0,65.11066667,87,44
5/30/2014,32.85733333,100.0,65.11066667,84,56
5/29/2014,32.85733333,100.0,65.11066667,15,3
5/28/2014,32.85733333,100.0,65.11066667,30,19
5/27/2014,32.85733333,100.0,65.11066667,20,8
5/26/2014,32.85733333,100.0,65.11066667,35,20
5/25/2014,32.85733333,100.0,65.11066667,40,0
5/24/2014,32.85733333,100.0,65.11066667,58,0
5/23/2014,32.85733333,100.0,65.11066667,31,7
5/22/2014,32.85733333,100.0,65.11066667,16,9
5/21/2014,32.85733333,100.0,65.11066667,21,14
5/20/2014,32.85733333,100.0,65.11066667,15,15
5/19/2014,32.85733333,100.0,65.11066667,38,33
5/18/2014,32.85733333,100.0,65.11066667,39,29
5/17/2014,32.85733333,100.0,65.11066667,44,31
5/16/2014,32.85733333,100.0,65.11066667,34,20
5/15/2014,32.85733333,100.0,65.11066667,30,17
5/14/2014,32.85733333,100.0,65.11066667,33,20
5/13/2014,32.85733333,100.0,65.11066667,23,18
5/12/2014,32.85733333,100.0,65.11066667,18,11
5/11/2014,32.85733333,100.0,65.11066667,3,0
5/10/2014,32.85733333,100.0,65.11066667,4,0
5/7/2014,32.85733333,100.0,65.11066667,2,0
5/2/2014,32.85733333,100.0,65.11066667,3,0
4/29/2014,32.85733333,100.0,65.11066667,2,0
4/28/2014,32.85733333,100.0,65.11066667,2,0
4/27/2014,32.85733333,100.0,65.11066667,2,2
4/26/2014,32.85733333,100.0,65.11066667,3,0
4/14/2014,32.85733333,100.0,65.11066667,3,0
4/13/2014,32.85733333,100.0,65.11066667,13,0
4/5/2014,32.85733333,100.0,65.11066667,8,0
3/10/2014,32.85733333,100.0,65.11066667,17,13
2/28/2014,32.85733333,100.0,65.11066667,2,0
2/22/2014,32.85733333,100.0,65.11066667,5,0
2/10/2014,32.85733333,100.0,65.11066667,16,0
1/6/2014,32.85733333,100.0,65.11066667,16,0
1/5/2014,32.85733333,100.0,65.11066667,2,0
